,svc_name,my_span_id,parent_span_id,trace_id,cluster_id,load,last_load,avg_load,rps,st,et,rt,xt,ct,child_spans,critical_child_spans,call_size,depth
774,ratings-v1,d4969ee1,89954eba,73e5de126372fd1377ebe21df2d25fe1,1,1,1,1,0,21,22,1,1,1,[],[],30,3
775,productpage-v1,77ebe21d,,73e5de126372fd1377ebe21df2d25fe1,1,3,2,2,0,0,27,27,18,18,"[<span.Span object at 0x7f2f37ebe910>, <span.Span object at 0x7f2f37ebe670>]","[<span.Span object at 0x7f2f37ebe910>, <span.Span object at 0x7f2f37ebe670>]",10,1
776,details-v1,a66ce256,4a89409c,78806dc14139830d4a89409c75c73efb,1,1,1,1,0,8,10,2,2,2,[],[],20,2
777,ratings-v1,dc5c4610,80cd0fe3,78806dc14139830d4a89409c75c73efb,1,1,1,1,0,21,22,1,1,1,[],[],30,3
778,productpage-v1,4a89409c,,78806dc14139830d4a89409c75c73efb,1,3,2,2,0,0,27,27,19,19,"[<span.Span object at 0x7f2f37e81cd0>, <span.Span object at 0x7f2f37e81c70>]","[<span.Span object at 0x7f2f37e81c70>, <span.Span object at 0x7f2f37e81cd0>]",10,1
779,reviews-v3,80cd0fe3,4a89409c,78806dc14139830d4a89409c75c73efb,1,1,1,1,0,18,24,6,5,5,[<span.Span object at 0x7f2f37e81280>],[<span.Span object at 0x7f2f37e81280>],20,2
780,reviews-v3,a27272b0,44b4e1ca,3e073a70194a20e344b4e1ca4510c720,1,2,1,1,0,18,25,7,6,6,[<span.Span object at 0x7f2f37d58d30>],[<span.Span object at 0x7f2f37d58d30>],20,2
781,details-v1,a7d9f426,44b4e1ca,3e073a70194a20e344b4e1ca4510c720,1,1,1,1,0,8,11,3,3,3,[],[],20,2
782,ratings-v1,c2035928,a27272b0,3e073a70194a20e344b4e1ca4510c720,1,1,1,1,0,22,23,1,1,1,[],[],30,3
783,productpage-v1,44b4e1ca,,3e073a70194a20e344b4e1ca4510c720,1,4,2,3,0,0,31,31,21,21,"[<span.Span object at 0x7f2f37d588b0>, <span.Span object at 0x7f2f37d58af0>]","[<span.Span object at 0x7f2f37d588b0>, <span.Span object at 0x7f2f37d58af0>]",10,1
784,productpage-v1,a43acb64,,37618285632ae79fa43acb64517321a1,1,4,2,3,0,0,26,26,18,18,"[<span.Span object at 0x7f2f37b328b0>, <span.Span object at 0x7f2f37b32910>]","[<span.Span object at 0x7f2f37b328b0>, <span.Span object at 0x7f2f37b32910>]",10,1
785,reviews-v3,e8fd8252,a43acb64,37618285632ae79fa43acb64517321a1,1,1,1,1,0,13,20,7,5,5,[<span.Span object at 0x7f2f3cd93f40>],[<span.Span object at 0x7f2f3cd93f40>],20,2
786,details-v1,790a3209,a43acb64,37618285632ae79fa43acb64517321a1,1,1,1,1,0,7,8,1,1,1,[],[],20,2
787,ratings-v1,8176d5cc,e8fd8252,37618285632ae79fa43acb64517321a1,1,1,1,1,0,16,18,2,2,2,[],[],30,3
788,productpage-v1,66bc1f5d,,97232faa1690512566bc1f5d7747c4b7,1,3,2,2,0,0,34,34,25,25,"[<span.Span object at 0x7f2fa0715cd0>, <span.Span object at 0x7f2fa0715910>]","[<span.Span object at 0x7f2fa0715cd0>, <span.Span object at 0x7f2fa0715910>]",10,1
789,reviews-v3,37c073ad,66bc1f5d,97232faa1690512566bc1f5d7747c4b7,1,1,1,1,0,22,29,7,5,5,[<span.Span object at 0x7f2fa0715220>],[<span.Span object at 0x7f2fa0715220>],20,2
790,details-v1,c8ee7079,66bc1f5d,97232faa1690512566bc1f5d7747c4b7,1,1,1,1,0,10,12,2,2,2,[],[],20,2
791,ratings-v1,dc19eb41,37c073ad,97232faa1690512566bc1f5d7747c4b7,1,1,1,1,0,26,28,2,2,2,[],[],30,3
792,ratings-v1,411ff6ec,3d1ac20b,385e5c74908a0cf4aa85570bbed0e073,1,1,1,1,0,16,17,1,1,1,[],[],30,3
793,productpage-v1,aa85570b,,385e5c74908a0cf4aa85570bbed0e073,1,3,2,2,0,0,21,21,13,13,"[<span.Span object at 0x7f2f37cea040>, <span.Span object at 0x7f2f37ceadf0>]","[<span.Span object at 0x7f2f37cea040>, <span.Span object at 0x7f2f37ceadf0>]",10,1
794,reviews-v3,3d1ac20b,aa85570b,385e5c74908a0cf4aa85570bbed0e073,1,1,1,1,0,13,18,5,4,4,[<span.Span object at 0x7f2f37ceabe0>],[<span.Span object at 0x7f2f37ceabe0>],20,2
795,details-v1,f93037fd,aa85570b,385e5c74908a0cf4aa85570bbed0e073,1,1,1,1,0,6,9,3,3,3,[],[],20,2
796,reviews-v3,4976ba21,aa7960ac,5e0b4f803dca9032aa7960aca1a18506,1,1,1,1,0,15,22,7,6,6,[<span.Span object at 0x7f2f3798c3d0>],[<span.Span object at 0x7f2f3798c3d0>],20,2
797,details-v1,05eb9174,aa7960ac,5e0b4f803dca9032aa7960aca1a18506,1,1,1,1,0,7,10,3,3,3,[],[],20,2
798,ratings-v1,7416462d,4976ba21,5e0b4f803dca9032aa7960aca1a18506,1,1,1,1,0,19,20,1,1,1,[],[],30,3
799,productpage-v1,aa7960ac,,5e0b4f803dca9032aa7960aca1a18506,1,3,2,2,0,0,25,25,15,15,"[<span.Span object at 0x7f2f3798c250>, <span.Span object at 0x7f2f3798c310>]","[<span.Span object at 0x7f2f3798c250>, <span.Span object at 0x7f2f3798c310>]",10,1
800,ratings-v1,23985921,3cc689c6,835ebd79a32de40fc49bff7f62cdcdbd,1,1,1,1,0,18,19,1,1,1,[],[],30,3
801,productpage-v1,c49bff7f,,835ebd79a32de40fc49bff7f62cdcdbd,1,4,2,3,0,0,24,24,17,17,"[<span.Span object at 0x7f2f379b00d0>, <span.Span object at 0x7f2f379b0fa0>]","[<span.Span object at 0x7f2f379b00d0>, <span.Span object at 0x7f2f379b0fa0>]",10,1
802,reviews-v3,3cc689c6,c49bff7f,835ebd79a32de40fc49bff7f62cdcdbd,1,1,1,1,0,16,21,5,4,4,[<span.Span object at 0x7f2f379b0d60>],[<span.Span object at 0x7f2f379b0d60>],20,2
803,details-v1,e251fb9a,c49bff7f,835ebd79a32de40fc49bff7f62cdcdbd,1,1,1,1,0,7,9,2,2,2,[],[],20,2
804,reviews-v3,f8a52232,9c9d4351,bf155b018bc5f7e89c9d43519d3deb5b,1,2,1,1,0,48,55,7,5,5,[<span.Span object at 0x7f2f37e4a280>],[<span.Span object at 0x7f2f37e4a280>],20,2
805,details-v1,384863b1,9c9d4351,bf155b018bc5f7e89c9d43519d3deb5b,1,1,1,1,0,22,26,4,4,4,[],[],20,2
806,ratings-v1,67bc8b12,f8a52232,bf155b018bc5f7e89c9d43519d3deb5b,1,1,1,1,0,52,54,2,2,2,[],[],30,3
807,productpage-v1,9c9d4351,,bf155b018bc5f7e89c9d43519d3deb5b,1,4,3,3,0,0,67,67,56,56,"[<span.Span object at 0x7f2f37e4a040>, <span.Span object at 0x7f2f37e4ac40>]","[<span.Span object at 0x7f2f37e4a040>, <span.Span object at 0x7f2f37e4ac40>]",10,1
808,reviews-v3,3c4d093a,cf6383c1,197ed55226cf9807cf6383c15d5ffe6c,1,2,1,1,0,19,25,6,5,5,[<span.Span object at 0x7f2f3c0414f0>],[<span.Span object at 0x7f2f3c0414f0>],20,2
809,details-v1,a3d6345f,cf6383c1,197ed55226cf9807cf6383c15d5ffe6c,1,1,1,1,0,7,10,3,3,3,[],[],20,2
810,ratings-v1,ac924160,3c4d093a,197ed55226cf9807cf6383c15d5ffe6c,1,1,1,1,0,22,23,1,1,1,[],[],30,3
811,productpage-v1,cf6383c1,,197ed55226cf9807cf6383c15d5ffe6c,1,4,2,3,0,0,30,30,21,21,"[<span.Span object at 0x7f2f3c0411f0>, <span.Span object at 0x7f2f3c041100>]","[<span.Span object at 0x7f2f3c0411f0>, <span.Span object at 0x7f2f3c041100>]",10,1
812,details-v1,ad14b8b3,449d819c,a501e7c1e24e0d73449d819c4412c6e4,1,1,1,1,0,8,10,2,2,2,[],[],20,2
813,ratings-v1,18a3496a,c420846d,a501e7c1e24e0d73449d819c4412c6e4,1,1,1,1,0,20,21,1,1,1,[],[],30,3
814,productpage-v1,449d819c,,a501e7c1e24e0d73449d819c4412c6e4,1,3,2,2,0,0,26,26,18,18,"[<span.Span object at 0x7f2f3c059160>, <span.Span object at 0x7f2f3c059040>]","[<span.Span object at 0x7f2f3c059040>, <span.Span object at 0x7f2f3c059160>]",10,1
815,reviews-v3,c420846d,449d819c,a501e7c1e24e0d73449d819c4412c6e4,1,1,1,1,0,17,23,6,5,5,[<span.Span object at 0x7f2f3c0591f0>],[<span.Span object at 0x7f2f3c0591f0>],20,2
816,reviews-v3,bbab4e4e,ad0fc25c,4250693b642893d6ad0fc25c6257fdc5,1,3,1,2,0,33,41,8,5,5,[<span.Span object at 0x7f2f37f792b0>],[<span.Span object at 0x7f2f37f792b0>],20,2
817,details-v1,66eae439,ad0fc25c,4250693b642893d6ad0fc25c6257fdc5,1,1,1,1,0,16,20,4,4,4,[],[],20,2
818,ratings-v1,d4700a24,bbab4e4e,4250693b642893d6ad0fc25c6257fdc5,1,1,1,1,0,36,39,3,3,3,[],[],30,3
819,productpage-v1,ad0fc25c,,4250693b642893d6ad0fc25c6257fdc5,1,4,3,3,0,0,50,50,38,38,"[<span.Span object at 0x7f2f37f794f0>, <span.Span object at 0x7f2f37f79c40>]","[<span.Span object at 0x7f2f37f794f0>, <span.Span object at 0x7f2f37f79c40>]",10,1
820,reviews-v3,0ee8f82c,f17bc221,b0059db9b032f7f6f17bc2210545e018,1,1,1,1,0,40,44,4,3,3,[<span.Span object at 0x7f2f37f79040>],[<span.Span object at 0x7f2f37f79040>],20,2
821,details-v1,fd22cb68,f17bc221,b0059db9b032f7f6f17bc2210545e018,1,1,1,1,0,22,25,3,3,3,[],[],20,2
822,ratings-v1,29a9cb92,0ee8f82c,b0059db9b032f7f6f17bc2210545e018,1,1,1,1,0,42,43,1,1,1,[],[],30,3
823,productpage-v1,f17bc221,,b0059db9b032f7f6f17bc2210545e018,1,5,3,4,0,0,48,48,41,41,"[<span.Span object at 0x7f2f37f79c70>, <span.Span object at 0x7f2f37f79e20>]","[<span.Span object at 0x7f2f37f79c70>, <span.Span object at 0x7f2f37f79e20>]",10,1
824,reviews-v3,0b55ab30,16238650,9396bc195da091c7162386506a3e79ea,1,1,1,1,0,16,22,6,5,5,[<span.Span object at 0x7f2f379f2f10>],[<span.Span object at 0x7f2f379f2f10>],20,2
825,details-v1,88d7c018,16238650,9396bc195da091c7162386506a3e79ea,1,1,1,1,0,8,11,3,3,3,[],[],20,2
826,ratings-v1,b81d85fc,0b55ab30,9396bc195da091c7162386506a3e79ea,1,1,1,1,0,19,20,1,1,1,[],[],30,3
827,productpage-v1,16238650,,9396bc195da091c7162386506a3e79ea,1,3,2,2,0,0,24,24,15,15,"[<span.Span object at 0x7f2f379f2eb0>, <span.Span object at 0x7f2f379f21c0>]","[<span.Span object at 0x7f2f379f2eb0>, <span.Span object at 0x7f2f379f21c0>]",10,1
828,details-v1,b85d8041,feb093c3,d495675ef881cff7feb093c3e74eb7c4,1,1,1,1,0,23,25,2,2,2,[],[],20,2
829,ratings-v1,fc8ce3d3,c271aece,d495675ef881cff7feb093c3e74eb7c4,1,1,1,1,0,43,43,0,0,0,[],[],30,3
830,productpage-v1,feb093c3,,d495675ef881cff7feb093c3e74eb7c4,1,6,3,4,0,0,47,47,41,41,"[<span.Span object at 0x7f2f379e6340>, <span.Span object at 0x7f2f379e6f10>]","[<span.Span object at 0x7f2f379e6f10>, <span.Span object at 0x7f2f379e6340>]",10,1
831,reviews-v3,c271aece,feb093c3,d495675ef881cff7feb093c3e74eb7c4,1,1,1,1,0,41,45,4,4,4,[<span.Span object at 0x7f2f379e66a0>],[<span.Span object at 0x7f2f379e66a0>],20,2
832,details-v1,42d1184b,6c591b45,ba2a72ba0935a5816c591b45f3eaa6f4,1,1,1,1,0,7,9,2,2,2,[],[],20,2
833,ratings-v1,eb1564f1,5be5b287,ba2a72ba0935a5816c591b45f3eaa6f4,1,1,1,1,0,18,19,1,1,1,[],[],30,3
834,productpage-v1,6c591b45,,ba2a72ba0935a5816c591b45f3eaa6f4,1,4,3,3,0,0,25,25,16,16,"[<span.Span object at 0x7f2f379cea90>, <span.Span object at 0x7f2f379ce580>]","[<span.Span object at 0x7f2f379ce580>, <span.Span object at 0x7f2f379cea90>]",10,1
835,reviews-v3,5be5b287,6c591b45,ba2a72ba0935a5816c591b45f3eaa6f4,1,1,1,1,0,15,22,7,6,6,[<span.Span object at 0x7f2f379cec40>],[<span.Span object at 0x7f2f379cec40>],20,2
836,ratings-v1,5a1b413c,a1641539,5e95c8c2d3dab51650b5cf14ea456717,1,1,1,1,0,23,26,3,3,3,[],[],30,3
837,productpage-v1,50b5cf14,,5e95c8c2d3dab51650b5cf14ea456717,1,3,4,3,0,0,37,37,27,27,"[<span.Span object at 0x7f2f37f471f0>, <span.Span object at 0x7f2f37f47070>]","[<span.Span object at 0x7f2f37f471f0>, <span.Span object at 0x7f2f37f47070>]",10,1
838,reviews-v3,a1641539,50b5cf14,5e95c8c2d3dab51650b5cf14ea456717,1,1,1,1,0,20,28,8,5,5,[<span.Span object at 0x7f2f37f47100>],[<span.Span object at 0x7f2f37f47100>],20,2
839,details-v1,d97539cb,50b5cf14,5e95c8c2d3dab51650b5cf14ea456717,1,1,1,1,0,11,13,2,2,2,[],[],20,2
840,details-v1,efd1d067,d970823f,1303eca6734231fcd970823f5d6a495e,1,1,1,1,0,26,27,1,1,1,[],[],20,2
841,ratings-v1,1ca86efd,dc1d320e,1303eca6734231fcd970823f5d6a495e,1,1,1,1,0,42,43,1,1,1,[],[],30,3
842,productpage-v1,d970823f,,1303eca6734231fcd970823f5d6a495e,1,4,5,4,0,0,59,59,54,54,"[<span.Span object at 0x7f2f37f8ad30>, <span.Span object at 0x7f2f37f8a040>]","[<span.Span object at 0x7f2f37f8a040>, <span.Span object at 0x7f2f37f8ad30>]",10,1
843,reviews-v3,dc1d320e,d970823f,1303eca6734231fcd970823f5d6a495e,1,2,2,2,0,40,44,4,3,3,[<span.Span object at 0x7f2f37f8ab80>],[<span.Span object at 0x7f2f37f8ab80>],20,2
844,details-v1,c4d66402,1a4f8876,dc83609a0eb9ac5b1a4f887635ac627f,1,1,1,1,0,8,10,2,2,2,[],[],20,2
845,ratings-v1,87280000,f6af44fd,dc83609a0eb9ac5b1a4f887635ac627f,1,1,1,1,0,29,30,1,1,1,[],[],30,3
846,productpage-v1,1a4f8876,,dc83609a0eb9ac5b1a4f887635ac627f,1,4,3,3,0,0,39,39,32,32,"[<span.Span object at 0x7f2f37f8a5b0>, <span.Span object at 0x7f2f37f8a4c0>]","[<span.Span object at 0x7f2f37f8a4c0>, <span.Span object at 0x7f2f37f8a5b0>]",10,1
847,reviews-v3,f6af44fd,1a4f8876,dc83609a0eb9ac5b1a4f887635ac627f,1,2,1,1,0,26,31,5,4,4,[<span.Span object at 0x7f2f37f8a3d0>],[<span.Span object at 0x7f2f37f8a3d0>],20,2
848,reviews-v3,792d819f,9c243b65,4cd5447a46390aeb9c243b652e69e62c,1,2,1,1,0,19,25,6,5,5,[<span.Span object at 0x7f2f37b5bcd0>],[<span.Span object at 0x7f2f37b5bcd0>],20,2
849,details-v1,03f0ef28,9c243b65,4cd5447a46390aeb9c243b652e69e62c,1,1,1,1,0,9,11,2,2,2,[],[],20,2
850,ratings-v1,271cdb7f,792d819f,4cd5447a46390aeb9c243b652e69e62c,1,1,1,1,0,22,23,1,1,1,[],[],30,3
851,productpage-v1,9c243b65,,4cd5447a46390aeb9c243b652e69e62c,1,4,3,3,0,0,31,31,23,23,"[<span.Span object at 0x7f2f37b5bd00>, <span.Span object at 0x7f2f37b5be50>]","[<span.Span object at 0x7f2f37b5bd00>, <span.Span object at 0x7f2f37b5be50>]",10,1
852,ratings-v1,da2391b6,3d0df728,d7951934916785ef242b4304c938ecb0,1,1,1,1,0,20,21,1,1,1,[],[],30,3
853,productpage-v1,242b4304,,d7951934916785ef242b4304c938ecb0,1,3,2,2,0,0,26,26,18,18,"[<span.Span object at 0x7f2f37b41d30>, <span.Span object at 0x7f2f37b41070>]","[<span.Span object at 0x7f2f37b41d30>, <span.Span object at 0x7f2f37b41070>]",10,1
854,reviews-v3,3d0df728,242b4304,d7951934916785ef242b4304c938ecb0,1,1,1,1,0,18,23,5,4,4,[<span.Span object at 0x7f2f37b41e50>],[<span.Span object at 0x7f2f37b41e50>],20,2
855,details-v1,68f4618c,242b4304,d7951934916785ef242b4304c938ecb0,1,1,1,1,0,8,11,3,3,3,[],[],20,2
856,productpage-v1,b3daf0ef,,1d773fea8bebb6f0b3daf0eff9f2df37,1,4,3,3,0,0,33,33,25,25,"[<span.Span object at 0x7f2f37b41610>, <span.Span object at 0x7f2f37b416d0>]","[<span.Span object at 0x7f2f37b41610>, <span.Span object at 0x7f2f37b416d0>]",10,1
857,reviews-v3,229dd66f,b3daf0ef,1d773fea8bebb6f0b3daf0eff9f2df37,1,1,1,1,0,24,30,6,5,5,[<span.Span object at 0x7f2f37b41760>],[<span.Span object at 0x7f2f37b41760>],20,2
858,details-v1,4cc8a8ed,b3daf0ef,1d773fea8bebb6f0b3daf0eff9f2df37,1,1,1,1,0,10,12,2,2,2,[],[],20,2
859,ratings-v1,ea230ec1,229dd66f,1d773fea8bebb6f0b3daf0eff9f2df37,1,1,1,1,0,27,28,1,1,1,[],[],30,3
860,productpage-v1,2dafb229,,1a5ef52b2422a7212dafb2297899e278,1,4,2,3,0,0,44,44,37,37,"[<span.Span object at 0x7f2f37b9df40>, <span.Span object at 0x7f2f37b9d160>]","[<span.Span object at 0x7f2f37b9df40>, <span.Span object at 0x7f2f37b9d160>]",10,1
861,reviews-v3,613a50c9,2dafb229,1a5ef52b2422a7212dafb2297899e278,1,2,1,1,0,31,37,6,4,4,[<span.Span object at 0x7f2f37b9d850>],[<span.Span object at 0x7f2f37b9d850>],20,2
862,details-v1,97d5b125,2dafb229,1a5ef52b2422a7212dafb2297899e278,1,1,1,1,0,18,19,1,1,1,[],[],20,2
863,ratings-v1,601d2cae,613a50c9,1a5ef52b2422a7212dafb2297899e278,1,1,1,1,0,33,35,2,2,2,[],[],30,3
864,reviews-v3,36fc16f6,6e8d3375,d3434236511bf31c6e8d3375c1b05cc1,1,1,1,1,0,60,64,4,4,4,[<span.Span object at 0x7f2f3c090d00>],[<span.Span object at 0x7f2f3c090d00>],20,2
865,details-v1,0038b295,6e8d3375,d3434236511bf31c6e8d3375c1b05cc1,1,1,1,1,0,38,40,2,2,2,[],[],20,2
866,ratings-v1,0fc37469,36fc16f6,d3434236511bf31c6e8d3375c1b05cc1,1,1,1,1,0,62,62,0,0,0,[],[],30,3
867,productpage-v1,6e8d3375,,d3434236511bf31c6e8d3375c1b05cc1,1,6,4,5,0,0,76,76,70,70,"[<span.Span object at 0x7f2f3c090bb0>, <span.Span object at 0x7f2f3c090a90>]","[<span.Span object at 0x7f2f3c090bb0>, <span.Span object at 0x7f2f3c090a90>]",10,1
868,productpage-v1,092d3dcd,,709ac28066c87e00092d3dcd79e7eeb9,1,3,4,3,0,0,39,39,29,29,"[<span.Span object at 0x7f2f37b907c0>, <span.Span object at 0x7f2f37b907f0>]","[<span.Span object at 0x7f2f37b907c0>, <span.Span object at 0x7f2f37b907f0>]",10,1
869,reviews-v3,1ff68e0e,092d3dcd,709ac28066c87e00092d3dcd79e7eeb9,1,1,1,1,0,25,31,6,5,5,[<span.Span object at 0x7f2f37b90700>],[<span.Span object at 0x7f2f37b90700>],20,2
870,details-v1,19286ee1,092d3dcd,709ac28066c87e00092d3dcd79e7eeb9,1,1,1,1,0,11,15,4,4,4,[],[],20,2
871,ratings-v1,08be5a51,1ff68e0e,709ac28066c87e00092d3dcd79e7eeb9,1,1,1,1,0,29,30,1,1,1,[],[],30,3
872,details-v1,940f17ec,c0e495e5,dfce7901db7419fac0e495e50153f15d,1,1,1,1,0,7,9,2,2,2,[],[],20,2
873,ratings-v1,0bd216d7,56b26b10,dfce7901db7419fac0e495e50153f15d,1,1,1,1,0,20,22,2,2,2,[],[],30,3
874,productpage-v1,c0e495e5,,dfce7901db7419fac0e495e50153f15d,1,3,3,3,0,0,39,39,28,28,"[<span.Span object at 0x7f2f3c084ac0>, <span.Span object at 0x7f2f3c084160>]","[<span.Span object at 0x7f2f3c084160>, <span.Span object at 0x7f2f3c084ac0>]",10,1
875,reviews-v3,56b26b10,c0e495e5,dfce7901db7419fac0e495e50153f15d,1,1,1,1,0,18,27,9,7,7,[<span.Span object at 0x7f2f3c084b50>],[<span.Span object at 0x7f2f3c084b50>],20,2
876,productpage-v1,e714b3b8,,5686dad0295df25ce714b3b81218e990,1,4,2,3,0,0,38,38,30,30,"[<span.Span object at 0x7f2f37e993a0>, <span.Span object at 0x7f2f37e99640>]","[<span.Span object at 0x7f2f37e993a0>, <span.Span object at 0x7f2f37e99640>]",10,1
877,reviews-v3,b08f4f5a,e714b3b8,5686dad0295df25ce714b3b81218e990,1,3,1,2,0,27,31,4,3,3,[<span.Span object at 0x7f2f37e99370>],[<span.Span object at 0x7f2f37e99370>],20,2
878,details-v1,a0e41aed,e714b3b8,5686dad0295df25ce714b3b81218e990,1,1,1,1,0,14,18,4,4,4,[],[],20,2
879,ratings-v1,e4cc6327,b08f4f5a,5686dad0295df25ce714b3b81218e990,1,1,1,1,0,29,30,1,1,1,[],[],30,3
880,productpage-v1,7455a06e,,f3e2cd1b9f7887037455a06ece55a67e,1,4,3,3,0,0,36,36,27,27,"[<span.Span object at 0x7f2f37bc75b0>, <span.Span object at 0x7f2f37bc7a60>]","[<span.Span object at 0x7f2f37bc75b0>, <span.Span object at 0x7f2f37bc7a60>]",10,1
881,reviews-v3,9113072f,7455a06e,f3e2cd1b9f7887037455a06ece55a67e,1,2,2,2,0,25,31,6,5,5,[<span.Span object at 0x7f2f37bc7460>],[<span.Span object at 0x7f2f37bc7460>],20,2
882,details-v1,ad35ca14,7455a06e,f3e2cd1b9f7887037455a06ece55a67e,1,1,1,1,0,15,18,3,3,3,[],[],20,2
883,ratings-v1,d54a08fb,9113072f,f3e2cd1b9f7887037455a06ece55a67e,1,1,1,1,0,28,29,1,1,1,[],[],30,3
884,productpage-v1,5deb4899,,4f4277ef30bf783c5deb4899d529375b,1,4,3,3,0,0,48,48,39,39,"[<span.Span object at 0x7f2f37c22d00>, <span.Span object at 0x7f2f37c22700>]","[<span.Span object at 0x7f2f37c22d00>, <span.Span object at 0x7f2f37c22700>]",10,1
885,reviews-v3,c438914d,5deb4899,4f4277ef30bf783c5deb4899d529375b,1,2,1,1,0,32,39,7,6,6,[<span.Span object at 0x7f2f37c22640>],[<span.Span object at 0x7f2f37c22640>],20,2
886,details-v1,f3251c0b,5deb4899,4f4277ef30bf783c5deb4899d529375b,1,1,1,1,0,15,17,2,2,2,[],[],20,2
887,ratings-v1,0d3e9fed,c438914d,4f4277ef30bf783c5deb4899d529375b,1,1,1,1,0,35,36,1,1,1,[],[],30,3
888,productpage-v1,c5f8401a,,1eb60512b8b88e79c5f8401a8512bbd2,1,3,3,3,0,0,38,38,22,22,"[<span.Span object at 0x7f2f37c9b940>, <span.Span object at 0x7f2f37c9bf70>]","[<span.Span object at 0x7f2f37c9b940>, <span.Span object at 0x7f2f37c9bf70>]",10,1
889,reviews-v3,086044a5,c5f8401a,1eb60512b8b88e79c5f8401a8512bbd2,1,2,1,1,0,20,29,9,5,5,[<span.Span object at 0x7f2f37c9b8b0>],[<span.Span object at 0x7f2f37c9b8b0>],20,2
890,details-v1,35c8c215,c5f8401a,1eb60512b8b88e79c5f8401a8512bbd2,1,1,1,1,0,7,14,7,7,7,[],[],20,2
891,ratings-v1,66b161bc,086044a5,1eb60512b8b88e79c5f8401a8512bbd2,1,1,1,1,0,23,27,4,4,4,[],[],30,3
892,reviews-v3,865fefa5,89c8c462,1cd6047db262afa489c8c462a0ad988c,1,2,1,1,0,20,24,4,3,3,[<span.Span object at 0x7f2f36e355b0>],[<span.Span object at 0x7f2f36e355b0>],20,2
893,details-v1,a75ab917,89c8c462,1cd6047db262afa489c8c462a0ad988c,1,1,1,1,0,11,14,3,3,3,[],[],20,2
894,ratings-v1,2f89707a,865fefa5,1cd6047db262afa489c8c462a0ad988c,1,1,1,1,0,22,23,1,1,1,[],[],30,3
895,productpage-v1,89c8c462,,1cd6047db262afa489c8c462a0ad988c,1,3,2,2,0,0,27,27,20,20,"[<span.Span object at 0x7f2f36e35310>, <span.Span object at 0x7f2f36e35760>]","[<span.Span object at 0x7f2f36e35310>, <span.Span object at 0x7f2f36e35760>]",10,1
896,details-v1,aca995e2,c0a4cae2,ac81f88bf41dfc2ac0a4cae2fb729382,1,1,1,1,0,12,14,2,2,2,[],[],20,2
897,ratings-v1,2878082f,55c356e6,ac81f88bf41dfc2ac0a4cae2fb729382,1,1,1,1,0,27,28,1,1,1,[],[],30,3
898,productpage-v1,c0a4cae2,,ac81f88bf41dfc2ac0a4cae2fb729382,1,4,3,3,0,0,33,33,26,26,"[<span.Span object at 0x7f2f3773da60>, <span.Span object at 0x7f2f3773dd60>]","[<span.Span object at 0x7f2f3773dd60>, <span.Span object at 0x7f2f3773da60>]",10,1
899,reviews-v3,55c356e6,c0a4cae2,ac81f88bf41dfc2ac0a4cae2fb729382,1,2,1,1,0,24,29,5,4,4,[<span.Span object at 0x7f2f3773dbb0>],[<span.Span object at 0x7f2f3773dbb0>],20,2
900,reviews-v3,de8c550f,fb0c7d72,8a9fb9b43b687ef6fb0c7d72ba4f3228,1,2,1,1,0,17,24,7,6,6,[<span.Span object at 0x7f2f3c520be0>],[<span.Span object at 0x7f2f3c520be0>],20,2
901,details-v1,2dd2dc63,fb0c7d72,8a9fb9b43b687ef6fb0c7d72ba4f3228,1,1,1,1,0,9,12,3,3,3,[],[],20,2
902,ratings-v1,0e76c5f1,de8c550f,8a9fb9b43b687ef6fb0c7d72ba4f3228,1,1,1,1,0,20,21,1,1,1,[],[],30,3
903,productpage-v1,fb0c7d72,,8a9fb9b43b687ef6fb0c7d72ba4f3228,1,3,3,3,0,0,29,29,19,19,"[<span.Span object at 0x7f2f3c520a30>, <span.Span object at 0x7f2f3c5200d0>]","[<span.Span object at 0x7f2f3c520a30>, <span.Span object at 0x7f2f3c5200d0>]",10,1
904,productpage-v1,61e17f19,,bb0f58584a1005e661e17f1920d6e9fa,1,3,2,2,0,0,21,21,15,15,"[<span.Span object at 0x7f2f3c4fbbe0>, <span.Span object at 0x7f2f3c4fb520>]","[<span.Span object at 0x7f2f3c4fbbe0>, <span.Span object at 0x7f2f3c4fb520>]",10,1
905,reviews-v3,0230fdcd,61e17f19,bb0f58584a1005e661e17f1920d6e9fa,1,2,1,1,0,13,18,5,4,4,[<span.Span object at 0x7f2f3c4fb280>],[<span.Span object at 0x7f2f3c4fb280>],20,2
906,details-v1,b0766ab4,61e17f19,bb0f58584a1005e661e17f1920d6e9fa,1,1,1,1,0,6,7,1,1,1,[],[],20,2
907,ratings-v1,ab2c07cd,0230fdcd,bb0f58584a1005e661e17f1920d6e9fa,1,1,1,1,0,16,17,1,1,1,[],[],30,3
908,productpage-v1,82c6514b,,db2b745224f2878182c6514b7d4b5cab,1,8,4,6,0,0,43,43,34,34,"[<span.Span object at 0x7f2f3c556c40>, <span.Span object at 0x7f2f3c556370>]","[<span.Span object at 0x7f2f3c556c40>, <span.Span object at 0x7f2f3c556370>]",10,1
909,reviews-v3,11d9d141,82c6514b,db2b745224f2878182c6514b7d4b5cab,1,2,2,2,0,34,39,5,5,5,[<span.Span object at 0x7f2f3c5567c0>],[<span.Span object at 0x7f2f3c5567c0>],20,2
