,svc_name,my_span_id,parent_span_id,trace_id,cluster_id,load,last_load,avg_load,rps,st,et,rt,xt,ct,child_spans,critical_child_spans,call_size,depth
910,details-v1,b323858f,82c6514b,db2b745224f2878182c6514b7d4b5cab,1,1,1,1,0,14,18,4,4,4,[],[],20,2
911,ratings-v1,f401964b,11d9d141,db2b745224f2878182c6514b7d4b5cab,1,1,1,1,0,37,37,0,0,0,[],[],30,3
912,productpage-v1,24fa384a,,65465d9f6553363324fa384af72b103f,1,7,3,5,0,0,69,69,62,62,"[<span.Span object at 0x7f2f3c556220>, <span.Span object at 0x7f2f3c556d30>]","[<span.Span object at 0x7f2f3c556220>, <span.Span object at 0x7f2f3c556d30>]",10,1
913,reviews-v3,9c14c00d,24fa384a,65465d9f6553363324fa384af72b103f,1,3,1,2,0,59,64,5,4,4,[<span.Span object at 0x7f2f3c556070>],[<span.Span object at 0x7f2f3c556070>],20,2
914,details-v1,f9662231,24fa384a,65465d9f6553363324fa384af72b103f,1,1,1,1,0,37,39,2,2,2,[],[],20,2
915,ratings-v1,10307156,9c14c00d,65465d9f6553363324fa384af72b103f,1,1,1,1,0,61,62,1,1,1,[],[],30,3
916,reviews-v3,41285d21,f5118a70,5f60db046ab93b93f5118a7022faa84c,1,3,1,2,0,15,23,8,7,7,[<span.Span object at 0x7f2f3c58d760>],[<span.Span object at 0x7f2f3c58d760>],20,2
917,details-v1,4b87e427,f5118a70,5f60db046ab93b93f5118a7022faa84c,1,1,1,1,0,6,8,2,2,2,[],[],20,2
918,ratings-v1,1c6f2aff,41285d21,5f60db046ab93b93f5118a7022faa84c,1,1,1,1,0,18,19,1,1,1,[],[],30,3
919,productpage-v1,f5118a70,,5f60db046ab93b93f5118a7022faa84c,1,4,5,4,0,0,30,30,20,20,"[<span.Span object at 0x7f2f3c58d850>, <span.Span object at 0x7f2f3c58d580>]","[<span.Span object at 0x7f2f3c58d850>, <span.Span object at 0x7f2f3c58d580>]",10,1
920,ratings-v1,71154f65,cda86e2b,ef626d489b5e5b98404fe285663b4d71,1,1,1,1,0,25,26,1,1,1,[],[],30,3
921,productpage-v1,404fe285,,ef626d489b5e5b98404fe285663b4d71,1,6,6,6,0,0,35,35,28,28,"[<span.Span object at 0x7f2f3c5cfe20>, <span.Span object at 0x7f2f3c5cf2e0>]","[<span.Span object at 0x7f2f3c5cfe20>, <span.Span object at 0x7f2f3c5cf2e0>]",10,1
922,reviews-v3,cda86e2b,404fe285,ef626d489b5e5b98404fe285663b4d71,1,2,2,2,0,22,28,6,5,5,[<span.Span object at 0x7f2f3c5cfbe0>],[<span.Span object at 0x7f2f3c5cfbe0>],20,2
923,details-v1,317db62b,404fe285,ef626d489b5e5b98404fe285663b4d71,1,1,1,1,0,8,9,1,1,1,[],[],20,2
924,productpage-v1,105a43de,,bda66a1f5d5aabd8105a43de776cdb0f,1,3,3,3,0,0,44,44,36,36,"[<span.Span object at 0x7f2f372bba90>, <span.Span object at 0x7f2f372bbc10>]","[<span.Span object at 0x7f2f372bba90>, <span.Span object at 0x7f2f372bbc10>]",10,1
925,reviews-v3,3dcc86de,105a43de,bda66a1f5d5aabd8105a43de776cdb0f,1,3,2,2,0,31,37,6,5,5,[<span.Span object at 0x7f2f372bbd60>],[<span.Span object at 0x7f2f372bbd60>],20,2
926,details-v1,689fa2c3,105a43de,bda66a1f5d5aabd8105a43de776cdb0f,1,1,1,1,0,14,16,2,2,2,[],[],20,2
927,ratings-v1,e1316112,3dcc86de,bda66a1f5d5aabd8105a43de776cdb0f,1,1,1,1,0,34,35,1,1,1,[],[],30,3
928,reviews-v3,971820b4,1b3a58ae,6fea4b1ba819f9241b3a58ae56b573d3,1,3,1,2,0,20,25,5,5,5,[<span.Span object at 0x7f2f3c62a760>],[<span.Span object at 0x7f2f3c62a760>],20,2
929,details-v1,2582a2a2,1b3a58ae,6fea4b1ba819f9241b3a58ae56b573d3,1,1,1,1,0,12,14,2,2,2,[],[],20,2
930,ratings-v1,0cfbef1f,971820b4,6fea4b1ba819f9241b3a58ae56b573d3,1,1,1,1,0,24,24,0,0,0,[],[],30,3
931,productpage-v1,1b3a58ae,,6fea4b1ba819f9241b3a58ae56b573d3,1,4,2,3,0,0,28,28,21,21,"[<span.Span object at 0x7f2f3c62a460>, <span.Span object at 0x7f2f3c62abb0>]","[<span.Span object at 0x7f2f3c62a460>, <span.Span object at 0x7f2f3c62abb0>]",10,1
932,details-v1,1ab9dcca,e4edf742,6848b152fed42b03e4edf74257761c6c,1,1,1,1,0,8,10,2,2,2,[],[],20,2
933,ratings-v1,24ff28cb,c3abb57b,6848b152fed42b03e4edf74257761c6c,1,1,1,1,0,18,19,1,1,1,[],[],30,3
934,productpage-v1,e4edf742,,6848b152fed42b03e4edf74257761c6c,1,3,2,2,0,0,24,24,16,16,"[<span.Span object at 0x7f2f36702c40>, <span.Span object at 0x7f2f36702f40>]","[<span.Span object at 0x7f2f36702f40>, <span.Span object at 0x7f2f36702c40>]",10,1
935,reviews-v3,c3abb57b,e4edf742,6848b152fed42b03e4edf74257761c6c,1,2,1,1,0,15,21,6,5,5,[<span.Span object at 0x7f2f36702e50>],[<span.Span object at 0x7f2f36702e50>],20,2
936,details-v1,0cba73d9,a459e68d,47b02efb05fcafd6a459e68dd4342b23,1,1,1,1,0,22,25,3,3,3,[],[],20,2
937,ratings-v1,343e9ca5,a4cd9253,47b02efb05fcafd6a459e68dd4342b23,1,1,1,1,0,52,53,1,1,1,[],[],30,3
938,productpage-v1,a459e68d,,47b02efb05fcafd6a459e68dd4342b23,1,5,2,3,0,0,64,64,54,54,"[<span.Span object at 0x7f2f3c887d00>, <span.Span object at 0x7f2f3c844bb0>]","[<span.Span object at 0x7f2f3c844bb0>, <span.Span object at 0x7f2f3c887d00>]",10,1
939,reviews-v3,a4cd9253,a459e68d,47b02efb05fcafd6a459e68dd4342b23,1,4,1,2,0,49,56,7,6,6,[<span.Span object at 0x7f2f3c8449d0>],[<span.Span object at 0x7f2f3c8449d0>],20,2
940,productpage-v1,a41cf37d,,108d1a581cd00435a41cf37d9380d4f6,1,3,2,2,0,0,26,26,18,18,"[<span.Span object at 0x7f2f3644ab50>, <span.Span object at 0x7f2f3644ab20>]","[<span.Span object at 0x7f2f3644ab50>, <span.Span object at 0x7f2f3644ab20>]",10,1
941,reviews-v3,657d0730,a41cf37d,108d1a581cd00435a41cf37d9380d4f6,1,2,1,1,0,17,23,6,5,5,[<span.Span object at 0x7f2f3644abb0>],[<span.Span object at 0x7f2f3644abb0>],20,2
942,details-v1,8e206df6,a41cf37d,108d1a581cd00435a41cf37d9380d4f6,1,1,1,1,0,8,10,2,2,2,[],[],20,2
943,ratings-v1,3de374d1,657d0730,108d1a581cd00435a41cf37d9380d4f6,1,1,1,1,0,20,21,1,1,1,[],[],30,3
944,ratings-v1,cedee72c,1458d1ef,b1ecca7b3cd2a91bf479ae81e5370520,1,1,1,1,0,60,61,1,1,1,[],[],30,3
945,details-v1,7d1c4f1f,f479ae81,b1ecca7b3cd2a91bf479ae81e5370520,1,1,1,1,0,32,35,3,3,3,[],[],20,2
946,productpage-v1,f479ae81,,b1ecca7b3cd2a91bf479ae81e5370520,1,5,4,4,0,0,75,75,68,68,"[<span.Span object at 0x7f2f364ff3a0>, <span.Span object at 0x7f2f364ff2e0>]","[<span.Span object at 0x7f2f364ff2e0>, <span.Span object at 0x7f2f364ff3a0>]",10,1
947,reviews-v3,1458d1ef,f479ae81,b1ecca7b3cd2a91bf479ae81e5370520,1,2,1,1,0,58,62,4,3,3,[<span.Span object at 0x7f2f364ff9d0>],[<span.Span object at 0x7f2f364ff9d0>],20,2
948,details-v1,71ed4e3c,66551512,d66cc116778e6950665515124a470bf1,1,1,1,1,0,15,17,2,2,2,[],[],20,2
949,ratings-v1,425f31fc,96dd0eac,d66cc116778e6950665515124a470bf1,1,1,1,1,0,32,33,1,1,1,[],[],30,3
950,productpage-v1,66551512,,d66cc116778e6950665515124a470bf1,1,4,2,3,0,0,38,38,31,31,"[<span.Span object at 0x7f2f3735f6a0>, <span.Span object at 0x7f2f3673f610>]","[<span.Span object at 0x7f2f3673f610>, <span.Span object at 0x7f2f3735f6a0>]",10,1
951,reviews-v3,96dd0eac,66551512,d66cc116778e6950665515124a470bf1,1,2,1,1,0,29,34,5,4,4,[<span.Span object at 0x7f2f3735f100>],[<span.Span object at 0x7f2f3735f100>],20,2
952,reviews-v3,b9655821,ea226f5a,5016c5b9cd3c1a36ea226f5a1387782e,1,2,1,1,0,81,92,11,8,8,[<span.Span object at 0x7f2f36744c70>],[<span.Span object at 0x7f2f36744c70>],20,2
953,details-v1,3a713d95,ea226f5a,5016c5b9cd3c1a36ea226f5a1387782e,1,1,1,1,0,9,53,44,44,44,[],[],20,2
954,ratings-v1,69a67cb3,b9655821,5016c5b9cd3c1a36ea226f5a1387782e,1,1,1,1,0,85,88,3,3,3,[],[],30,3
955,productpage-v1,ea226f5a,,5016c5b9cd3c1a36ea226f5a1387782e,1,6,7,6,0,0,106,106,51,51,"[<span.Span object at 0x7f2f367447c0>, <span.Span object at 0x7f2f36744d30>]","[<span.Span object at 0x7f2f367447c0>, <span.Span object at 0x7f2f36744d30>]",10,1
956,reviews-v3,9614c791,173b2df3,b44ea9813f91d294173b2df32f36aea9,1,2,1,1,0,16,22,6,5,5,[<span.Span object at 0x7f2f36727190>],[<span.Span object at 0x7f2f36727190>],20,2
957,details-v1,f14e6bfe,173b2df3,b44ea9813f91d294173b2df32f36aea9,1,1,1,1,0,8,11,3,3,3,[],[],20,2
958,ratings-v1,01c4d7c9,9614c791,b44ea9813f91d294173b2df32f36aea9,1,1,1,1,0,19,20,1,1,1,[],[],30,3
959,productpage-v1,173b2df3,,b44ea9813f91d294173b2df32f36aea9,1,4,4,4,0,0,25,25,16,16,"[<span.Span object at 0x7f2f367273a0>, <span.Span object at 0x7f2f36727af0>]","[<span.Span object at 0x7f2f367273a0>, <span.Span object at 0x7f2f36727af0>]",10,1
960,productpage-v1,b6c13247,,6905af08a5e1559eb6c13247639a6404,1,6,7,6,0,0,67,67,60,60,"[<span.Span object at 0x7f2f36793760>, <span.Span object at 0x7f2f36793670>]","[<span.Span object at 0x7f2f36793760>, <span.Span object at 0x7f2f36793670>]",10,1
961,reviews-v3,c49f4d40,b6c13247,6905af08a5e1559eb6c13247639a6404,1,2,1,1,0,38,43,5,5,5,[<span.Span object at 0x7f2f367937c0>],[<span.Span object at 0x7f2f367937c0>],20,2
962,details-v1,6d0de6c1,b6c13247,6905af08a5e1559eb6c13247639a6404,1,1,1,1,0,13,15,2,2,2,[],[],20,2
963,ratings-v1,6385329b,c49f4d40,6905af08a5e1559eb6c13247639a6404,1,1,1,1,0,41,41,0,0,0,[],[],30,3
964,details-v1,b8d1d3bf,32495362,6948fb228cfc2df432495362fbc9a111,1,1,1,1,0,8,11,3,3,3,[],[],20,2
965,ratings-v1,c0efd426,5f51ef66,6948fb228cfc2df432495362fbc9a111,1,1,1,1,0,19,20,1,1,1,[],[],30,3
966,productpage-v1,32495362,,6948fb228cfc2df432495362fbc9a111,1,4,3,3,0,0,24,24,15,15,"[<span.Span object at 0x7f2f3cc12940>, <span.Span object at 0x7f2f3cc12e50>]","[<span.Span object at 0x7f2f3cc12e50>, <span.Span object at 0x7f2f3cc12940>]",10,1
967,reviews-v3,5f51ef66,32495362,6948fb228cfc2df432495362fbc9a111,1,2,1,1,0,16,22,6,5,5,[<span.Span object at 0x7f2f3cc12dc0>],[<span.Span object at 0x7f2f3cc12dc0>],20,2
968,reviews-v3,2f68ed05,0f210da3,94d83f8d2a9fa34f0f210da3a64d2a1a,1,2,1,1,0,63,68,5,4,4,[<span.Span object at 0x7f2f37446640>],[<span.Span object at 0x7f2f37446640>],20,2
969,details-v1,2595c14d,0f210da3,94d83f8d2a9fa34f0f210da3a64d2a1a,1,1,1,1,0,42,45,3,3,3,[],[],20,2
970,ratings-v1,c31bf677,2f68ed05,94d83f8d2a9fa34f0f210da3a64d2a1a,1,1,1,1,0,66,67,1,1,1,[],[],30,3
971,productpage-v1,0f210da3,,94d83f8d2a9fa34f0f210da3a64d2a1a,1,11,10,10,0,0,99,99,91,91,"[<span.Span object at 0x7f2f37446340>, <span.Span object at 0x7f2f37446b20>]","[<span.Span object at 0x7f2f37446340>, <span.Span object at 0x7f2f37446b20>]",10,1
972,details-v1,f38586d1,c53a0f90,d21183977f49455cc53a0f906e9ad23a,1,1,1,1,0,11,17,6,6,6,[],[],20,2
973,ratings-v1,af7e0278,c341004b,d21183977f49455cc53a0f906e9ad23a,1,1,1,1,0,28,30,2,2,2,[],[],30,3
974,productpage-v1,c53a0f90,,d21183977f49455cc53a0f906e9ad23a,1,6,5,5,0,0,38,38,24,24,"[<span.Span object at 0x7f2f37786af0>, <span.Span object at 0x7f2f37786a90>]","[<span.Span object at 0x7f2f37786a90>, <span.Span object at 0x7f2f37786af0>]",10,1
975,reviews-v3,c341004b,c53a0f90,d21183977f49455cc53a0f906e9ad23a,1,2,1,1,0,24,32,8,6,6,[<span.Span object at 0x7f2f37786490>],[<span.Span object at 0x7f2f37786490>],20,2
976,productpage-v1,0f39fd28,,a8fe12bbfd854e990f39fd28a214aac6,1,12,6,9,0,0,88,88,80,80,"[<span.Span object at 0x7f2f375efdc0>, <span.Span object at 0x7f2f375efe50>]","[<span.Span object at 0x7f2f375efdc0>, <span.Span object at 0x7f2f375efe50>]",10,1
977,reviews-v3,162ce69a,0f39fd28,a8fe12bbfd854e990f39fd28a214aac6,1,4,2,3,0,70,75,5,4,4,[<span.Span object at 0x7f2f375eff70>],[<span.Span object at 0x7f2f375eff70>],20,2
978,details-v1,9f6d5636,0f39fd28,a8fe12bbfd854e990f39fd28a214aac6,1,1,1,1,0,42,45,3,3,3,[],[],20,2
979,ratings-v1,8a101bab,162ce69a,a8fe12bbfd854e990f39fd28a214aac6,1,1,1,1,0,73,74,1,1,1,[],[],30,3
980,details-v1,4d8c581d,53cf788d,97f40ff5b4e86e6153cf788d33b52f61,1,1,1,1,0,9,11,2,2,2,[],[],20,2
981,ratings-v1,3a117a5d,140d2b63,97f40ff5b4e86e6153cf788d33b52f61,1,1,1,1,0,25,27,2,2,2,[],[],30,3
982,productpage-v1,53cf788d,,97f40ff5b4e86e6153cf788d33b52f61,1,5,5,5,0,0,33,33,23,23,"[<span.Span object at 0x7f2f37495100>, <span.Span object at 0x7f2f37495ac0>]","[<span.Span object at 0x7f2f37495ac0>, <span.Span object at 0x7f2f37495100>]",10,1
983,reviews-v3,140d2b63,53cf788d,97f40ff5b4e86e6153cf788d33b52f61,1,3,3,3,0,20,28,8,6,6,[<span.Span object at 0x7f2f37495490>],[<span.Span object at 0x7f2f37495490>],20,2
984,reviews-v3,8806f6ef,5d37bd6a,bcceeb0f039bc68d5d37bd6a5452feb8,1,3,2,2,0,72,75,3,2,2,[<span.Span object at 0x7f2f374cc130>],[<span.Span object at 0x7f2f374cc130>],20,2
985,details-v1,a476f38a,5d37bd6a,bcceeb0f039bc68d5d37bd6a5452feb8,1,1,1,1,0,41,43,2,2,2,[],[],20,2
986,ratings-v1,33a682bb,8806f6ef,bcceeb0f039bc68d5d37bd6a5452feb8,1,1,1,1,0,73,74,1,1,1,[],[],30,3
987,productpage-v1,5d37bd6a,,bcceeb0f039bc68d5d37bd6a5452feb8,1,7,6,6,0,0,81,81,76,76,"[<span.Span object at 0x7f2f374d88b0>, <span.Span object at 0x7f2f374cc550>]","[<span.Span object at 0x7f2f374d88b0>, <span.Span object at 0x7f2f374cc550>]",10,1
988,reviews-v3,91d47457,51ad2886,9e0d6ca4ac4435c251ad2886d74e696c,1,3,2,2,0,52,60,8,7,7,[<span.Span object at 0x7f2f37403250>],[<span.Span object at 0x7f2f37403250>],20,2
989,details-v1,2df530d1,51ad2886,9e0d6ca4ac4435c251ad2886d74e696c,1,1,1,1,0,21,28,7,7,7,[],[],20,2
990,ratings-v1,26985739,91d47457,9e0d6ca4ac4435c251ad2886d74e696c,1,1,1,1,0,57,58,1,1,1,[],[],30,3
991,productpage-v1,51ad2886,,9e0d6ca4ac4435c251ad2886d74e696c,1,7,7,7,0,0,71,71,56,56,"[<span.Span object at 0x7f2f374030d0>, <span.Span object at 0x7f2f37403190>]","[<span.Span object at 0x7f2f374030d0>, <span.Span object at 0x7f2f37403190>]",10,1
992,details-v1,8bb10f30,335b1f7b,3551b1ac537a602e335b1f7bac42bf5c,1,1,1,1,0,8,10,2,2,2,[],[],20,2
993,ratings-v1,ae20eb27,23b4b38e,3551b1ac537a602e335b1f7bac42bf5c,1,1,1,1,0,18,19,1,1,1,[],[],30,3
994,productpage-v1,335b1f7b,,3551b1ac537a602e335b1f7bac42bf5c,1,5,3,4,0,0,23,23,17,17,"[<span.Span object at 0x7f2f373bbc70>, <span.Span object at 0x7f2f373bbf70>]","[<span.Span object at 0x7f2f373bbf70>, <span.Span object at 0x7f2f373bbc70>]",10,1
995,reviews-v3,23b4b38e,335b1f7b,3551b1ac537a602e335b1f7bac42bf5c,1,3,2,2,0,16,20,4,3,3,[<span.Span object at 0x7f2f373bbd60>],[<span.Span object at 0x7f2f373bbd60>],20,2
996,reviews-v3,5d468ab2,3cfbfdfc,c02189ee7036c6ae3cfbfdfc74238378,1,3,2,2,0,16,22,6,5,5,[<span.Span object at 0x7f2f372ff190>],[<span.Span object at 0x7f2f372ff190>],20,2
997,details-v1,1cc3e379,3cfbfdfc,c02189ee7036c6ae3cfbfdfc74238378,1,1,1,1,0,7,9,2,2,2,[],[],20,2
998,ratings-v1,4ddfc05e,5d468ab2,c02189ee7036c6ae3cfbfdfc74238378,1,1,1,1,0,19,20,1,1,1,[],[],30,3
999,productpage-v1,3cfbfdfc,,c02189ee7036c6ae3cfbfdfc74238378,1,4,5,4,0,0,33,33,25,25,"[<span.Span object at 0x7f2f372ffeb0>, <span.Span object at 0x7f2f372ff160>]","[<span.Span object at 0x7f2f372ffeb0>, <span.Span object at 0x7f2f372ff160>]",10,1
1000,reviews-v3,d99558d8,a88512ab,5b3207ccdb6dbb89a88512abfb026978,1,4,2,3,0,40,45,5,4,4,[<span.Span object at 0x7f2f3704b970>],[<span.Span object at 0x7f2f3704b970>],20,2
1001,details-v1,1e722c72,a88512ab,5b3207ccdb6dbb89a88512abfb026978,1,1,1,1,0,19,21,2,2,2,[],[],20,2
1002,ratings-v1,3db7b598,d99558d8,5b3207ccdb6dbb89a88512abfb026978,1,1,1,1,0,42,43,1,1,1,[],[],30,3
1003,productpage-v1,a88512ab,,5b3207ccdb6dbb89a88512abfb026978,1,6,3,4,0,0,48,48,41,41,"[<span.Span object at 0x7f2f3704b130>, <span.Span object at 0x7f2f3704b4c0>]","[<span.Span object at 0x7f2f3704b130>, <span.Span object at 0x7f2f3704b4c0>]",10,1
1004,productpage-v1,98147f3c,,ef018a4b7e47d47e98147f3cdc241336,1,5,4,4,0,0,32,32,21,21,"[<span.Span object at 0x7f2f37389520>, <span.Span object at 0x7f2f37389220>]","[<span.Span object at 0x7f2f37389520>, <span.Span object at 0x7f2f37389220>]",10,1
1005,reviews-v3,02218fde,98147f3c,ef018a4b7e47d47e98147f3cdc241336,1,3,3,3,0,22,28,6,5,5,[<span.Span object at 0x7f2f37389be0>],[<span.Span object at 0x7f2f37389be0>],20,2
1006,details-v1,b8e02a11,98147f3c,ef018a4b7e47d47e98147f3cdc241336,1,1,1,1,0,9,14,5,5,5,[],[],20,2
1007,ratings-v1,ce097250,02218fde,ef018a4b7e47d47e98147f3cdc241336,1,1,1,1,0,25,26,1,1,1,[],[],30,3
1008,details-v1,8b14518e,c685e114,ababd30536c5bb3dc685e1143ebe4565,1,1,1,1,0,10,13,3,3,3,[],[],20,2
1009,ratings-v1,61a84fe5,1b616e67,ababd30536c5bb3dc685e1143ebe4565,1,1,1,1,0,29,31,2,2,2,[],[],30,3
1010,productpage-v1,c685e114,,ababd30536c5bb3dc685e1143ebe4565,1,4,5,4,0,0,39,39,28,28,"[<span.Span object at 0x7f2f373532b0>, <span.Span object at 0x7f2f373533a0>]","[<span.Span object at 0x7f2f373533a0>, <span.Span object at 0x7f2f373532b0>]",10,1
1011,reviews-v3,1b616e67,c685e114,ababd30536c5bb3dc685e1143ebe4565,1,3,2,2,0,25,33,8,6,6,[<span.Span object at 0x7f2f37353250>],[<span.Span object at 0x7f2f37353250>],20,2
1012,productpage-v1,b694504a,,fc80bcfa48d6629ab694504af3617531,1,11,8,9,0,0,99,99,92,92,"[<span.Span object at 0x7f2f373ae9a0>, <span.Span object at 0x7f2f373ae730>]","[<span.Span object at 0x7f2f373ae9a0>, <span.Span object at 0x7f2f373ae730>]",10,1
1013,reviews-v3,e8579a5d,b694504a,fc80bcfa48d6629ab694504af3617531,1,3,2,2,0,78,83,5,4,4,[<span.Span object at 0x7f2f373ae430>],[<span.Span object at 0x7f2f373ae430>],20,2
1014,details-v1,558a2976,b694504a,fc80bcfa48d6629ab694504af3617531,1,1,1,1,0,40,42,2,2,2,[],[],20,2
1015,ratings-v1,5ebbbdf2,e8579a5d,fc80bcfa48d6629ab694504af3617531,1,1,1,1,0,80,81,1,1,1,[],[],30,3
1016,productpage-v1,4811f5db,,6233e105edf3a7fe4811f5dbc868b7d3,1,8,7,7,0,0,85,85,74,74,"[<span.Span object at 0x7f2f372da610>, <span.Span object at 0x7f2f372da220>]","[<span.Span object at 0x7f2f372da610>, <span.Span object at 0x7f2f372da220>]",10,1
1017,reviews-v3,4f46694b,4811f5db,6233e105edf3a7fe4811f5dbc868b7d3,1,5,3,4,0,52,62,10,9,9,[<span.Span object at 0x7f2f372da2b0>],[<span.Span object at 0x7f2f372da2b0>],20,2
1018,details-v1,f9df8bbe,4811f5db,6233e105edf3a7fe4811f5dbc868b7d3,1,1,1,1,0,26,27,1,1,1,[],[],20,2
1019,ratings-v1,f96ad387,4f46694b,6233e105edf3a7fe4811f5dbc868b7d3,1,1,1,1,0,58,59,1,1,1,[],[],30,3
1020,reviews-v3,b1c05865,0471b8bf,83039f9c0872086b0471b8bf796053fd,1,3,2,2,0,24,30,6,5,5,[<span.Span object at 0x7f2f37254f10>],[<span.Span object at 0x7f2f37254f10>],20,2
1021,details-v1,f197a560,0471b8bf,83039f9c0872086b0471b8bf796053fd,1,1,1,1,0,17,19,2,2,2,[],[],20,2
1022,ratings-v1,55e0b8bb,b1c05865,83039f9c0872086b0471b8bf796053fd,1,1,1,1,0,27,28,1,1,1,[],[],30,3
1023,productpage-v1,0471b8bf,,83039f9c0872086b0471b8bf796053fd,1,7,4,5,0,0,36,36,28,28,"[<span.Span object at 0x7f2f37254490>, <span.Span object at 0x7f2f37254730>]","[<span.Span object at 0x7f2f37254490>, <span.Span object at 0x7f2f37254730>]",10,1
1024,productpage-v1,97975a78,,c43eb672f5d9cb3097975a78dfc3a453,1,13,11,12,0,0,158,158,151,151,"[<span.Span object at 0x7f2f370c31f0>, <span.Span object at 0x7f2f370e8550>]","[<span.Span object at 0x7f2f370c31f0>, <span.Span object at 0x7f2f370e8550>]",10,1
1025,reviews-v3,67b8d7ab,97975a78,c43eb672f5d9cb3097975a78dfc3a453,1,3,2,2,0,112,117,5,4,4,[<span.Span object at 0x7f2f370e8700>],[<span.Span object at 0x7f2f370e8700>],20,2
1026,details-v1,dbc6d0d8,97975a78,c43eb672f5d9cb3097975a78dfc3a453,1,1,1,1,0,44,46,2,2,2,[],[],20,2
1027,ratings-v1,c1cc857f,67b8d7ab,c43eb672f5d9cb3097975a78dfc3a453,1,1,1,1,0,114,115,1,1,1,[],[],30,3
1028,productpage-v1,2197c3a7,,2df2ad8e7a3b71ae2197c3a721012075,1,6,6,6,0,0,101,101,47,47,"[<span.Span object at 0x7f2f36f85fa0>, <span.Span object at 0x7f2f36f85820>]","[<span.Span object at 0x7f2f36f85fa0>, <span.Span object at 0x7f2f36f85820>]",10,1
1029,reviews-v3,caa0b9b7,2197c3a7,2df2ad8e7a3b71ae2197c3a721012075,1,3,3,3,0,93,98,5,4,4,[<span.Span object at 0x7f2f36f85730>],[<span.Span object at 0x7f2f36f85730>],20,2
1030,details-v1,c4b848a7,2197c3a7,2df2ad8e7a3b71ae2197c3a721012075,1,1,1,1,0,22,71,49,49,49,[],[],20,2
1031,ratings-v1,c153c3d2,caa0b9b7,2df2ad8e7a3b71ae2197c3a721012075,1,1,1,1,0,96,97,1,1,1,[],[],30,3
1032,details-v1,a90b8e6c,2396795e,8c0ea278f118bcc52396795e9e645382,1,1,1,1,0,7,9,2,2,2,[],[],20,2
1033,ratings-v1,49034e8a,0da50231,8c0ea278f118bcc52396795e9e645382,1,1,1,1,0,16,17,1,1,1,[],[],30,3
1034,productpage-v1,2396795e,,8c0ea278f118bcc52396795e9e645382,1,5,3,4,0,0,21,21,16,16,"[<span.Span object at 0x7f2f37021e80>, <span.Span object at 0x7f2f37021a90>]","[<span.Span object at 0x7f2f37021a90>, <span.Span object at 0x7f2f37021e80>]",10,1
1035,reviews-v3,0da50231,2396795e,8c0ea278f118bcc52396795e9e645382,1,3,2,2,0,15,18,3,2,2,[<span.Span object at 0x7f2f37021490>],[<span.Span object at 0x7f2f37021490>],20,2
1036,reviews-v3,c844486c,34e2bcc8,b21702571db1e42c34e2bcc86d3a9e4e,1,3,3,3,0,22,29,7,6,6,[<span.Span object at 0x7f2f36da47f0>],[<span.Span object at 0x7f2f36da47f0>],20,2
1037,details-v1,7fd81897,34e2bcc8,b21702571db1e42c34e2bcc86d3a9e4e,1,1,1,1,0,7,9,2,2,2,[],[],20,2
1038,ratings-v1,ab93a546,c844486c,b21702571db1e42c34e2bcc86d3a9e4e,1,1,1,1,0,27,28,1,1,1,[],[],30,3
1039,productpage-v1,34e2bcc8,,b21702571db1e42c34e2bcc86d3a9e4e,1,4,5,4,0,0,34,34,25,25,"[<span.Span object at 0x7f2f36da4250>, <span.Span object at 0x7f2f36da4df0>]","[<span.Span object at 0x7f2f36da4250>, <span.Span object at 0x7f2f36da4df0>]",10,1
1040,details-v1,c9cedd04,e273cd54,dd245258451f1e89e273cd542caf661c,1,1,1,1,0,12,14,2,2,2,[],[],20,2
1041,ratings-v1,67c3dc7d,50cc93a7,dd245258451f1e89e273cd542caf661c,1,1,1,1,0,31,33,2,2,2,[],[],30,3
1042,productpage-v1,e273cd54,,dd245258451f1e89e273cd542caf661c,1,5,7,6,0,0,41,41,32,32,"[<span.Span object at 0x7f2f36e465b0>, <span.Span object at 0x7f2f36e79100>]","[<span.Span object at 0x7f2f36e79100>, <span.Span object at 0x7f2f36e465b0>]",10,1
1043,reviews-v3,50cc93a7,e273cd54,dd245258451f1e89e273cd542caf661c,1,3,2,2,0,28,35,7,5,5,[<span.Span object at 0x7f2f36e46280>],[<span.Span object at 0x7f2f36e46280>],20,2
1044,reviews-v3,4a7ec53e,1fbf9662,f21d6a4543f82f241fbf9662581dbb34,1,3,2,2,0,109,113,4,3,3,[<span.Span object at 0x7f2f5b804640>],[<span.Span object at 0x7f2f5b804640>],20,2
1045,details-v1,51d7870a,1fbf9662,f21d6a4543f82f241fbf9662581dbb34,1,1,1,1,0,40,43,3,3,3,[],[],20,2
1046,ratings-v1,76b471cd,4a7ec53e,f21d6a4543f82f241fbf9662581dbb34,1,1,1,1,0,111,112,1,1,1,[],[],30,3
1047,productpage-v1,1fbf9662,,f21d6a4543f82f241fbf9662581dbb34,1,16,6,11,0,0,128,128,121,121,"[<span.Span object at 0x7f2f5b804d60>, <span.Span object at 0x7f2f5b804550>]","[<span.Span object at 0x7f2f5b804d60>, <span.Span object at 0x7f2f5b804550>]",10,1
